"Ticker","Date","Price","ChangePct","Signal","Regime","Quadrant","RVol","AgeDays","Score","RiskPct","RewardRisk"
"BRPT","2026-05-05","2300","24.661246612466126","SMART SNIPER","EXPLOSIVE BULL","LEADING","2.18","0","5270","22.39","3.01"
"NIKL","2026-05-05","364","24.65753424657534","SMART SNIPER","EXPLOSIVE BULL","LEADING","11.76","0","5270","26.37","2.98"
"KONI","2026-05-05","2980","24.686192468619247","SMART GAMMA","EXPLOSIVE BULL","LEADING","2.81","0","5220","38.93","2.99"
"RBMS","2026-05-05","77","10","SMART GAMMA","EXPLOSIVE BULL","LEADING","3.38","0","5220","48.05","3"
"ABDA","2026-05-05","3810","24.91803278688525","G ACC","EXPLOSIVE BULL","LEADING","5.24","0","5170","39.37","2.99"
"NEST","2026-05-05","535","24.418604651162788","G ACC","EXPLOSIVE BULL","LEADING","7.72","0","5170","44.3","3"
"LPIN","2026-05-05","486","2.100840336134454","G ACC","EXPLOSIVE BULL","LEADING","4.22","0","5170","11.11","3.04"
"DIGI","2026-05-05","41","7.894736842105263","G ACC","EXPLOSIVE BULL","LEADING","2.93","0","5170","34.15","3"
"AGII","2026-05-05","3180","11.188811188811188","V-SHAPE","EXPLOSIVE BULL","LEADING","2.44","0","5070","14.78","3"
"ENZO","2026-05-05","97","34.72222222222222","BETA BREAKOUT","EXPLOSIVE BULL","LEADING","5.42","0","5020","46.39","3"
"CENT","2026-05-05","110","10","SMART SNIPER","SIDEWAYS","LEADING","2.28","0","4770","11.82","3"
"IOTF","2026-05-05","67","6.349206349206349","SMART SNIPER","SIDEWAYS","LEADING","5","0","4770","10.45","2.71"
"HMSP","2026-05-05","770","3.3557046979865772","SMART SNIPER","SIDEWAYS","LEADING","1.44","0","4750","9.09","3"
"BOLA","2026-05-05","171","0.5882352941176471","SMART SNIPER","SIDEWAYS","WEAKENING","1.48","0","4650","3.51","4.5"
"TIFA","2026-05-05","358","5.9171597633136095","V-SHAPE","SIDEWAYS","LEADING","13.3","0","4570","8.94","3"
"PIPA","2026-05-05","161","20.149253731343283","V-SHAPE","SIDEWAYS","LEADING","12.3","0","4570","19.88","3.03"
"PTRO","2026-05-05","5900","16.25615763546798","V-SHAPE","NORMAL UPTREND","LEADING","1.35","0","4550","20.34","3"
"GEMA","2026-05-05","89","1.1363636363636365","V-SHAPE","NORMAL DOWNTREND","WEAKENING","1.58","0","4450","5.62","1.8"
"CLEO","2026-05-05","398","1.015228426395939","EARLY SWEEP","SIDEWAYS","LEADING","0.38","0","4100","2.96","5"
"SMRA","2026-05-05","316","1.935483870967742","EARLY SWEEP","NORMAL DOWNTREND","LEADING","0.39","0","4100","6.93","3.07"
"UDNG","2026-05-05","1105","9.950248756218906","EARLY SWEEP","SIDEWAYS","LEADING","1.22","0","4100","20.79","2.99"
"INDO","2026-05-05","156","0","EARLY SWEEP","SIDEWAYS","IMPROVING","1.92","0","4050","34","3"
"JARR","2026-05-05","2190","2.336448598130841","EARLY SWEEP","SIDEWAYS","LAGGING","0.31","0","4000","23.71","7.91"
"RATU","2026-05-05","6350","6.722689075630252","EARLY SWEEP","SIDEWAYS","WEAKENING","0.53","0","4000","40.78","3"
"GTSI","2026-05-05","230","4.545454545454546","EARLY SWEEP","SIDEWAYS","LAGGING","0.29","0","4000","21.56","1.62"
"BABP","2026-05-05","52","1.9607843137254901","EARLY SWEEP","SIDEWAYS","LAGGING","0.46","0","4000","8.77","3"
"KLIN","2026-05-05","149","1.3605442176870748","EARLY SWEEP","NORMAL DOWNTREND","LAGGING","0.36","0","4000","23.81","3"
"MINA","2026-05-05","380","-0.5235602094240838","HOLD","EXPLOSIVE BULL","LEADING","2.18","1","1618","43.46","3"
"HERO","2026-05-05","505","-14.40677966101695","HOLD","EXPLOSIVE BULL","LEADING","10.88","1","1618","36.95","3"
"LTLS","2026-05-05","830","-1.1904761904761905","HOLD","EXPLOSIVE BULL","LEADING","4.4","1","1618","10.71","3"
"BCIP","2026-05-05","85","-4.49438202247191","HOLD","EXPLOSIVE BULL","LEADING","9.88","1","1618","26.97","3"
"SMMA","2026-05-05","16000","3.059581320450886","HOLD","EXPLOSIVE BULL","LEADING","5.32","5","1610","12.98","3"
"TOOL","2026-05-05","97","12.790697674418606","HOLD","EXPLOSIVE BULL","LEADING","2.82","6","1608","43.62","3.02"
"CTTH","2026-05-05","174","20","HOLD","EXPLOSIVE BULL","LEADING","3.37","11","1598","59.63","3.01"
"PNGO","2026-05-05","3900","0.7751937984496124","HOLD","EXPLOSIVE BULL","LEADING","7.06","22","1576","12.61","3"
"GSMF","2026-05-05","128","9.401709401709402","HOLD","EXPLOSIVE BULL","LEADING","3.48","28","1564","46.53","3.01"
"YPAS","2026-05-05","1290","-14.85148514851485","HOLD","EXPLOSIVE BULL","LAGGING","5.96","1","1518","29.37","3"
"BOBA","2026-05-05","306","24.390243902439025","AVOID","EXPLOSIVE BULL","LAGGING","3.59","8","1504","40.84","3.02"
"FAPA","2026-05-05","7025","0","HOLD","EXPLOSIVE BULL","LAGGING","3.24","11","1498","13.17","3"
"FITT","2026-05-05","440","6.796116504854369","AVOID","CRASH / SELL-OFF","LEADING","3.4","21","1478","54.31","3"
"MARK","2026-05-05","820","3.1446540880503147","AVOID","EXPLOSIVE BULL","LEADING","2.2","106","1408","31.03","3"
"OMRE","2026-05-05","855","0","HOLD","EXPLOSIVE BULL","WEAKENING","2.74","95","1330","40.87","3"
"CNKO","2026-05-05","52","-8.771929824561402","AVOID","CRASH / SELL-OFF","LAGGING","6.01","49","1322","17.91","3"
"FWCT","2026-05-05","102","-15","HOLD","CRASH / SELL-OFF","LEADING","4.41","105","1310","27.5","3.03"
"TRJA","2026-05-05","131","0","HOLD","CRASH / SELL-OFF","WEAKENING","3.73","71","1278","21.34","3.03"
"BNLI","2026-05-05","3400","17.647058823529413","UNSAFE DIP","CRASH / SELL-OFF","LEADING","3.23","137","1246","16.76","2.98"
"HELI","2026-05-05","196","0.5128205128205128","AVOID","CRASH / SELL-OFF","LAGGING","2.36","96","1228","5.04","1.83"
"PBSA","2026-05-05","960","-4","AVOID","CRASH / SELL-OFF","LAGGING","2.37","117","1186","59.95","3.01"
"MGNA","2026-05-05","165","-7.82122905027933","AVOID","CRASH / SELL-OFF","LAGGING","4.32","132","1156","88.79","3.01"
"SAFE","2026-05-05","334","3.0864197530864197","AVOID","CRASH / SELL-OFF","LAGGING","2.17","139","1142","63.41","2.99"
"OBAT","2026-05-05","308","-3.1446540880503147","AVOID","CRASH / SELL-OFF","LAGGING","2.55","147","1126","22.93","1.54"
"NETV","2026-05-05","95","-10.377358490566039","HOLD","SIDEWAYS","LEADING","2.23","1","1118","18.87","3"
"INDS","2026-05-05","448","-14.666666666666666","HOLD","SIDEWAYS","LEADING","3.96","1","1118","37.14","9.77"
"BOLT","2026-05-05","980","6.521739130434782","UNSAFE DIP","NORMAL DOWNTREND","LEADING","5.7","1","1118","3.38","4.71"
"AMAG","2026-05-05","444","0","HOLD","SIDEWAYS","LEADING","4.21","1","1118","5.86","2.54"
"IBOS","2026-05-05","122","9.90990990990991","HOLD","SIDEWAYS","LEADING","3.23","1","1118","17.12","3"
"ISEA","2026-05-05","92","2.2222222222222223","HOLD","SIDEWAYS","LEADING","3.53","1","1118","17.78","3"
"PEVE","2026-05-05","382","-2.051282051282051","AVOID","CRASH / SELL-OFF","LAGGING","4.87","155","1110","3.37","13.82"
"ULTJ","2026-05-05","1700","6.583072100313479","HOLD","NORMAL UPTREND","LEADING","2.13","6","1108","14.16","3.02"
"DIVA","2026-05-05","174","9.433962264150944","HOLD","SIDEWAYS","LEADING","4.41","8","1104","37.2","3.02"
"ADMR","2026-05-05","1880","-1.5706806282722512","AVOID","SIDEWAYS","LEADING","0.6","1","1098","7.59","3.03"
"AMRT","2026-05-05","1440","1.0526315789473684","AVOID","SIDEWAYS","LEADING","1.15","1","1098","9.47","3"
"PGEO","2026-05-05","1020","-0.9708737864077669","AVOID","SIDEWAYS","LEADING","0.96","1","1098","5.34","3.55"
"CMRY","2026-05-05","4700","5.1454138702460845","AVOID","NORMAL UPTREND","LEADING","1.02","1","1098","3.37","4.71"
"JPFA","2026-05-05","2590","-1.520912547528517","HOLD","SIDEWAYS","LEADING","0.8","1","1098","11.79","3"
"SHIP","2026-05-05","3900","-9.30232558139535","HOLD","SIDEWAYS","LEADING","1.8","1","1098","21.63","3.01"
"BALI","2026-05-05","1275","0","HOLD","SIDEWAYS","LEADING","0.18","1","1098","32.9","3"
"GGRP","2026-05-05","302","0.6666666666666667","AVOID","SIDEWAYS","LEADING","1.03","1","1098","7.33","1.91"
"SMDM","2026-05-05","635","0.7936507936507936","HOLD","NORMAL UPTREND","LEADING","0.4","1","1098","21.9","3.01"
"IRSX","2026-05-05","438","-0.45454545454545453","AVOID","SIDEWAYS","LEADING","0.9","1","1098","15","3.03"
"GMTD","2026-05-05","1680","-5.88235294117647","AVOID","SIDEWAYS","LEADING","1.55","1","1098","20.47","3.01"
"IPCM","2026-05-05","330","1.8518518518518516","HOLD","NORMAL UPTREND","LEADING","1.05","1","1098","1.85","4"
"PADI","2026-05-05","126","2.4390243902439024","AVOID","NORMAL UPTREND","LEADING","1.44","1","1098","17.89","3"
"ARII","2026-05-05","300","2.73972602739726","HOLD","SIDEWAYS","LEADING","0.94","1","1098","12.33","3"
"URBN","2026-05-05","228","-9.523809523809524","HOLD","NORMAL UPTREND","LEADING","1.53","1","1098","46.83","2.99"
"UVCR","2026-05-05","222","-1.7699115044247788","HOLD","NORMAL UPTREND","LEADING","1.93","1","1098","58.41","2.98"
"CRSN","2026-05-05","117","-3.3057851239669422","HOLD","SIDEWAYS","LEADING","1.06","1","1098","19.83","3"
"HAJJ","2026-05-05","141","0.7142857142857143","AVOID","NORMAL UPTREND","LEADING","1.26","1","1098","10.71","3"
"BINO","2026-05-05","125","-0.7936507936507936","AVOID","SIDEWAYS","LEADING","0.44","1","1098","7.14","3.11"
"PURA","2026-05-05","32","-5.88235294117647","HOLD","SIDEWAYS","LEADING","1.16","1","1098","8.82","5.33"
"TMPO","2026-05-05","133","0.7575757575757576","HOLD","SIDEWAYS","LEADING","1.79","1","1098","17.42","3.04"
"GRPH","2026-05-05","67","-6.944444444444445","HOLD","NORMAL UPTREND","LEADING","1.14","1","1098","31.94","3"
"NISP","2026-05-05","1345","1.509433962264151","AVOID","SIDEWAYS","LEADING","2.26","13","1094","5.65","3.47"
"BJBR","2026-05-05","880","0.5714285714285714","HOLD","NORMAL UPTREND","LEADING","2.29","13","1094","11.36","3"
"LAND","2026-05-05","104","10.638297872340425","AVOID","NORMAL UPTREND","LEADING","2.54","14","1092","42.27","3"
"MDLA","2026-05-05","220","0","AVOID","SIDEWAYS","LEADING","0.58","5","1090","7.87","3.06"
"BUAH","2026-05-05","520","-2.803738317757009","HOLD","SIDEWAYS","LEADING","1.37","5","1090","5.9","29.52"
"ICON","2026-05-05","140","2.941176470588235","HOLD","NORMAL UPTREND","LEADING","0.54","5","1090","30.5","3"
"TCPI","2026-05-05","11750","0.4273504273504274","AVOID","NORMAL UPTREND","LEADING","1.11","6","1088","5.24","1.87"
"ADES","2026-05-05","20900","5.289672544080604","HOLD","NORMAL UPTREND","LEADING","0.75","6","1088","28.47","3"
"DMAS","2026-05-05","146","0","HOLD","NORMAL UPTREND","LEADING","1.32","6","1088","4.38","2.33"
"ACST","2026-05-05","100","0","HOLD","SIDEWAYS","LEADING","0.78","6","1088","31.55","3"
"MOLI","2026-05-05","292","0","HOLD","NORMAL UPTREND","LEADING","0.68","6","1088","28.87","3"
"BKDP","2026-05-05","81","5.194805194805195","HOLD","NORMAL UPTREND","LEADING","0.94","6","1088","44.59","3"
"MREI","2026-05-05","1060","1.9230769230769231","AVOID","SIDEWAYS","LEADING","0.63","6","1088","11.22","3"
"SOLA","2026-05-05","129","2.380952380952381","AVOID","SIDEWAYS","LEADING","0.98","6","1088","15.2","3"
"EAST","2026-05-05","93","0","HOLD","SIDEWAYS","LEADING","1.54","6","1088","5.32","3.6"
"INOV","2026-05-05","144","-2.0408163265306123","AVOID","SIDEWAYS","LEADING","0.39","6","1088","29.94","3.02"
"BMRI","2026-05-05","4490","1.583710407239819","AVOID","NORMAL DOWNTREND","LEADING","1.2","7","1086","7.44","2.99"
"CASA","2026-05-05","1470","8.088235294117647","HOLD","SIDEWAYS","LEADING","0.77","7","1086","15.56","3"
"GGRM","2026-05-05","15950","-1.3910355486862442","HOLD","NORMAL UPTREND","LEADING","0.9","7","1086","17","3"
"WIIM","2026-05-05","1930","0.2597402597402597","HOLD","SIDEWAYS","LEADING","0.72","7","1086","11.68","3.02"
"DAYA","2026-05-05","1085","0.4629629629629629","HOLD","NORMAL UPTREND","LEADING","0.61","7","1086","23.26","3"
"BLTZ","2026-05-05","2450","-0.40650406504065045","AVOID","CRASH / SELL-OFF","LAGGING","7.14","167","1086","26.46","3.01"
"MERK","2026-05-05","4380","0","HOLD","NORMAL UPTREND","LEADING","0.4","7","1086","27.85","3"
"PPRE","2026-05-05","136","2.2556390977443606","HOLD","NORMAL UPTREND","LEADING","0.33","7","1086","44.65","3"
"SKBM","2026-05-05","675","-2.1739130434782608","HOLD","SIDEWAYS","LEADING","0.18","7","1086","11.28","3"
"GHON","2026-05-05","1810","1.1173184357541899","HOLD","SIDEWAYS","LEADING","0.88","7","1086","5.83","3.43"
"WEGE","2026-05-05","58","0","AVOID","SIDEWAYS","LEADING","0.26","7","1086","11.67","3"
"DYAN","2026-05-05","87","1.1627906976744187","HOLD","NORMAL UPTREND","LEADING","1.03","7","1086","8.33","3"
"LAPD","2026-05-05","92","-7.07070707070707","HOLD","SIDEWAYS","LEADING","0.97","7","1086","33.33","1.79"
"CGAS","2026-05-05","172","0.5847953216374269","HOLD","SIDEWAYS","LEADING","0.84","7","1086","8.09","3.07"
"PTSP","2026-05-05","970","-5.825242718446602","HOLD","SIDEWAYS","LEADING","1.54","7","1086","5.56","1.9"
"ESIP","2026-05-05","164","-0.6060606060606061","HOLD","NORMAL UPTREND","LEADING","0.41","7","1086","47.17","3"
"TAYS","2026-05-05","65","1.5625","AVOID","NORMAL DOWNTREND","LEADING","0.22","7","1086","10.77","3"
"ADMF","2026-05-05","8800","1.1494252873563218","HOLD","NORMAL DOWNTREND","LEADING","0.27","8","1084","4.11","4.07"
"NATO","2026-05-05","620","-0.8","AVOID","SIDEWAYS","LEADING","1.96","8","1084","8.2","9.8"
"SONA","2026-05-05","2290","-9.486166007905137","HOLD","SIDEWAYS","LEADING","1.56","8","1084","34.11","3"
"CEKA","2026-05-05","2370","-1.25","HOLD","SIDEWAYS","LEADING","1.23","8","1084","8.44","3"
"HRME","2026-05-05","58","5.454545454545454","HOLD","NORMAL UPTREND","LEADING","1.14","8","1084","10.87","3"
"ISAT","2026-05-05","2110","1.4423076923076923","HOLD","SIDEWAYS","LEADING","1.09","11","1078","9.32","3.02"
"BRNA","2026-05-05","700","0.7194244604316548","AVOID","SIDEWAYS","LEADING","0.56","11","1078","25.32","3"
"HYGN","2026-05-05","150","2.73972602739726","AVOID","NORMAL UPTREND","LEADING","0.56","12","1076","6.85","3.1"
"BDMN","2026-05-05","4350","2.3529411764705883","AVOID","NORMAL UPTREND","LEADING","0.71","13","1074","37.14","3.01"
"BTPN","2026-05-05","2050","1.9900497512437811","AVOID","SIDEWAYS","LEADING","0.48","13","1074","11.74","3"
"BNII","2026-05-05","206","0.9803921568627451","AVOID","SIDEWAYS","LEADING","0.48","13","1074","7.94","3.06"
"PNIN","2026-05-05","795","0","HOLD","NORMAL UPTREND","LEADING","1.09","13","1074","14.72","3"
"ITMA","2026-05-05","2060","0.9803921568627451","HOLD","SIDEWAYS","LEADING","1.53","13","1074","19.41","3.01"
"CBDK","2026-05-05","4740","0.6369426751592357","HOLD","SIDEWAYS","LEADING","0.7","14","1072","16.1","3"
"INDY","2026-05-05","3820","3.2432432432432434","HOLD","SIDEWAYS","LEADING","0.67","14","1072","19.79","2.99"
"DUTI","2026-05-05","4250","0","AVOID","SIDEWAYS","LEADING","0.18","14","1072","8.06","3.03"
"ACES","2026-05-05","386","3.763440860215054","AVOID","NORMAL DOWNTREND","LEADING","0.99","14","1072","3.47","2.57"
"TOTL","2026-05-05","1260","4.564315352697095","HOLD","NORMAL UPTREND","LEADING","0.91","14","1072","19.26","3"
"ARGO","2026-05-05","1100","-2.2222222222222223","HOLD","SIDEWAYS","LEADING","0.67","14","1072","32.03","3.01"
"JSPT","2026-05-05","1495","1.7006802721088436","HOLD","SIDEWAYS","LEADING","0.18","14","1072","29.76","3"
"RODA","2026-05-05","87","8.75","AVOID","NORMAL UPTREND","LEADING","1.73","14","1072","48.94","3"
"SGER","2026-05-05","398","2.051282051282051","AVOID","SIDEWAYS","LEADING","0.63","19","1062","18.43","3.01"
"IPTV","2026-05-05","45","2.272727272727273","AVOID","NORMAL UPTREND","LEADING","1.96","19","1062","11.63","5.6"
"JGLE","2026-05-05","83","3.75","HOLD","NORMAL UPTREND","LEADING","0.77","19","1062","54.29","3"
"MSIE","2026-05-05","123","0","HOLD","NORMAL UPTREND","LEADING","0","19","1062","30.91","3"
"SMKM","2026-05-05","94","-1.0526315789473684","HOLD","SIDEWAYS","LEADING","0.57","19","1062","32.71","3.74"
"KAEF","2026-05-05","500","2.459016393442623","AVOID","SIDEWAYS","LEADING","0.37","20","1060","8.54","3.05"
"DWGL","2026-05-05","280","2.941176470588235","HOLD","SIDEWAYS","LEADING","0.34","20","1060","19.15","3"
"EKAD","2026-05-05","180","0.5586592178770949","AVOID","SIDEWAYS","LEADING","0.37","20","1060","2.22","2.75"
"BTON","2026-05-05","380","2.7027027027027026","AVOID","SIDEWAYS","LEADING","1.17","20","1060","9.23","3"
"NTBK","2026-05-05","89","-4.301075268817205","HOLD","NORMAL UPTREND","LEADING","0.56","20","1060","32.94","1.86"
"JMAS","2026-05-05","250","5.042016806722689","AVOID","SIDEWAYS","LEADING","0.76","20","1060","34.07","2.99"
"DSFI","2026-05-05","104","-0.9523809523809524","AVOID","SIDEWAYS","LEADING","0.66","20","1060","21.36","3"
"INCF","2026-05-05","64","8.47457627118644","HOLD","NORMAL UPTREND","LEADING","0.95","20","1060","21.88","3"
"SRTG","2026-05-05","1825","-0.8152173913043478","HOLD","NORMAL UPTREND","LEADING","1.29","21","1058","17.88","3"
"ALDO","2026-05-05","615","-3.149606299212598","HOLD","NORMAL UPTREND","LEADING","0.33","21","1058","13.45","3"
"VKTR","2026-05-05","955","4.371584699453552","HOLD","SIDEWAYS","LEADING","0.6","22","1056","42.23","3.01"
"PDES","2026-05-05","510","0","AVOID","SIDEWAYS","LEADING","0.04","22","1056","7.14","3.11"
"ASDM","2026-05-05","500","-4.761904761904762","AVOID","CRASH / SELL-OFF","LAGGING","4.47","183","1054","15.83","3"
"CASS","2026-05-05","1875","3.021978021978022","AVOID","SIDEWAYS","LEADING","2","34","1052","4.88","1.56"
"JRPT","2026-05-05","1100","0.45662100456621","HOLD","SIDEWAYS","LEADING","0.05","25","1050","3.15","4.86"
"KBLM","2026-05-05","332","1.8404907975460123","AVOID","SIDEWAYS","LEADING","6.94","35","1050","10.59","3"
"TAMA","2026-05-05","175","-2.7777777777777777","HOLD","NORMAL UPTREND","LEADING","0.19","25","1050","10.61","6"
"AMAN","2026-05-05","270","1.5037593984962405","AVOID","SIDEWAYS","IMPROVING","1.38","1","1048","11.28","1.73"
"HOMI","2026-05-05","224","-2.608695652173913","AVOID","SIDEWAYS","IMPROVING","1.12","1","1048","11.3","3"
"BJTM","2026-05-05","590","0.8547008547008548","AVOID","NORMAL UPTREND","LEADING","0.78","27","1046","6.9","2.88"
"CYBR","2026-05-05","1305","-1.509433962264151","AVOID","NORMAL UPTREND","LEADING","0.99","27","1046","21.5","3.02"
"PSSI","2026-05-05","340","0.591715976331361","AVOID","SIDEWAYS","LEADING","0.2","27","1046","4.07","4.14"
"NICK","2026-05-05","1220","0","AVOID","SIDEWAYS","LEADING","0.24","27","1046","20.38","3.02"
"RIGS","2026-05-05","690","0.7299270072992701","AVOID","SIDEWAYS","LEADING","0.45","27","1046","5.93","1.62"
"RELI","2026-05-05","498","1.2195121951219512","AVOID","SIDEWAYS","LEADING","0.03","28","1044","3.31","3"
"NPGF","2026-05-05","77","-1.282051282051282","HOLD","NORMAL UPTREND","LEADING","1.75","28","1044","20.83","3"
"VOKS","2026-05-05","220","2.803738317757009","AVOID","SIDEWAYS","LEADING","0.24","29","1042","28.17","3.01"
"UNVR","2026-05-05","1640","5.128205128205128","AVOID","NORMAL DOWNTREND","IMPROVING","1.79","6","1038","6.67","3.19"
"BISI","2026-05-05","760","0","AVOID","NORMAL DOWNTREND","IMPROVING","1.96","6","1038","9.66","3"
"GULA","2026-05-05","384","3.783783783783784","HOLD","NORMAL UPTREND","LEADING","3.55","41","1038","26.01","2.99"
"SOCI","2026-05-05","520","4.838709677419355","AVOID","SIDEWAYS","LEADING","0.53","34","1032","23.98","2.99"
"RSCH","2026-05-05","304","1.3333333333333335","AVOID","NORMAL DOWNTREND","LEADING","1.06","34","1032","12.2","3"
"BMAS","2026-05-05","500","0.4016064257028112","HOLD","SIDEWAYS","LEADING","1.63","35","1030","13.7","2.97"
"SHID","2026-05-05","755","0","AVOID","SIDEWAYS","LEADING","0.08","35","1030","20.74","3"
"SWID","2026-05-05","112","1.8181818181818181","HOLD","SIDEWAYS","LEADING","0.11","35","1030","15.31","3"
"CRAB","2026-05-05","216","0","AVOID","SIDEWAYS","LEADING","1.24","35","1030","4.72","3.6"
"WEHA","2026-05-05","129","-2.272727272727273","AVOID","SIDEWAYS","LEADING","0.92","35","1030","28.39","3.02"
"EURO","2026-05-05","3380","-9.866666666666667","AVOID","NORMAL UPTREND","LEADING","0.33","36","1028","75.78","3"
"FLMC","2026-05-05","178","1.1363636363636365","HOLD","NORMAL UPTREND","LEADING","0.65","36","1028","27.47","3"
"FUTR","2026-05-05","234","3.5398230088495577","AVOID","SIDEWAYS","IMPROVING","0.26","13","1024","31.21","2.99"
"BBLD","2026-05-05","665","2.307692307692308","AVOID","SIDEWAYS","IMPROVING","0.11","14","1022","9.22","3"
"DCII","2026-05-05","198250","0","HOLD","SIDEWAYS","LEADING","0.95","40","1020","12.2","4.74"
"TPIA","2026-05-05","6075","19.704433497536947","UNSAFE DIP","NORMAL DOWNTREND","LEADING","1.46","41","1018","19.51","3"
"PTBA","2026-05-05","2950","0","AVOID","SIDEWAYS","LEADING","0.62","41","1018","30.38","3.01"
"BSSR","2026-05-05","4020","0.24937655860349126","AVOID","NORMAL UPTREND","LEADING","1.19","41","1018","8.03","3"
"PRDA","2026-05-05","2430","-6.538461538461539","AVOID","SIDEWAYS","WEAKENING","2.34","1","1018","9.23","3"
"RDTX","2026-05-05","15575","-6.315789473684211","AVOID","NORMAL DOWNTREND","LAGGING","4.56","8","1004","28.05","3"
"ESTA","2026-05-05","220","-0.9009009009009009","HOLD","SIDEWAYS","LEADING","0.38","49","1002","18.75","2.17"
"ARKA","2026-05-05","32","3.225806451612903","AVOID","SIDEWAYS","LEADING","1.59","49","1002","8.57","3"
"SMGR","2026-05-05","2080","2.9702970297029703","AVOID","NORMAL DOWNTREND","IMPROVING","0.84","25","1000","2.9","4.14"
"TRIS","2026-05-05","188","-1.0526315789473684","AVOID","SIDEWAYS","LEADING","1.75","50","1000","9.8","3"
"BRIS","2026-05-05","1820","1.675977653631285","AVOID","NORMAL DOWNTREND","IMPROVING","1.3","26","998","2.82","3.33"
"MYOR","2026-05-05","1785","0.847457627118644","AVOID","SIDEWAYS","LAGGING","0.96","1","998","4.78","3.75"
"JSMR","2026-05-05","2980","-0.6666666666666667","AVOID","NORMAL DOWNTREND","LAGGING","1.14","1","998","3.77","4.38"
"FOLK","2026-05-05","344","-4.444444444444445","AVOID","SIDEWAYS","LAGGING","0.97","1","998","16.11","3.02"
"NAIK","2026-05-05","102","-2.857142857142857","AVOID","NORMAL DOWNTREND","WEAKENING","0.49","1","998","17.14","3"
"ZONE","2026-05-05","346","-6.989247311827956","AVOID","NORMAL DOWNTREND","LAGGING","2.15","12","996","21.72","3.02"
