"Ticker","Date","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","Regime","Quadrant","RVol","AgeDays","Score","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","RiskBuy1Pct","RiskAvgPct","RewardRiskBuy1","RewardRiskAvg"
"ADRO","2026-05-12","552","FULL","2600","6.122448979591836","V-SHAPE","V-SHAPE","","V-SHAPE","2026-05-12","","NORMAL UPTREND","LEADING","1.62","0","4550","Full Grid (1-2-3-4)","100000000","2600","2490","2460","2430","0.1","0.2","0.3","0.4","38","80","121","164","403","99418000","582000","2466.95","2467.05","9.23","4.34","3","7.98"
"AMMS","2026-05-12","552","FULL","390","4.27807486631016","V-SHAPE","V-SHAPE","","V-SHAPE","2026-05-12","","SIDEWAYS","LEADING","1.41","0","4550","Full Grid (1-2-3-4)","100000000","390","370","364","356","0.1","0.2","0.3","0.4","256","540","824","1123","2743","99936400","63600","364.33","364.34","12.31","6.13","1.58","4.55"
"GRIA","2026-05-12","552","FULL","120","20","BETA BREAKOUT","BETA BREAKOUT","","BETA BREAKOUT","2026-05-12","","SIDEWAYS","LEADING","17.36","0","4520","Full Grid (1-2-3-4)","100000000","120","105","101","96","0.1","0.2","0.3","0.4","833","1904","2970","4166","9873","99978600","21400","101.26","101.27","26.67","13.1","3","8.65"
"FUJI","2026-05-12","552","FULL","322","1.257861635220126","V-SHAPE","V-SHAPE","","V-SHAPE","2026-05-12","","SIDEWAYS","IMPROVING","1.86","0","4500","Full Grid (1-2-3-4)","100000000","322","314","310","308","0.1","0.2","0.3","0.4","310","636","967","1298","3211","99907800","92200","311.14","311.14","6.83","3.58","1.64","4.21"
"BAIK","2026-05-12","525","FULL","640","6.666666666666667","V-SHAPE","V-SHAPE","","V-SHAPE","2026-05-12","","NORMAL UPTREND","WEAKENING","1.6","0","4450","Full Grid (1-2-3-4)","100000000","640","442","394","328","0.1","0.2","0.3","0.4","156","452","761","1219","2588","99929000","71000","386.12","386.15","63.44","39.4","3","9.69"
"ABBA","2026-05-12","552","FULL","42","7.6923076923076925","EARLY SWEEP","EARLY SWEEP","","EARLY SWEEP","2026-05-12","","SIDEWAYS","LEADING","0.97","0","4100","Full Grid (1-2-3-4)","100000000","45","43","43","42","0.1","0.2","0.3","0.4","2222","4651","6976","9523","23372","99991700","8300","42.78","42.78","8.89","4.17","3","7.98"
"CSRA","2026-05-12","552","FULL","915","1.6666666666666667","EARLY SWEEP","EARLY SWEEP","","EARLY SWEEP","2026-05-12","","SIDEWAYS","LEADING","1.22","0","4100","Full Grid (1-2-3-4)","100000000","905","855","840","820","0.1","0.2","0.3","0.4","110","233","357","487","1187","99798500","201500","840.76","840.79","12.71","6.04","3","8.06"
"TOWR","2026-05-12","552","FULL","476","0.847457627118644","EARLY SWEEP","EARLY SWEEP","","EARLY SWEEP","2026-05-12","","NORMAL DOWNTREND","LEADING","0.52","0","4100","Full Grid (1-2-3-4)","100000000","505","494","490","486","0.1","0.2","0.3","0.4","198","404","612","823","2037","99942400","57600","490.64","490.64","4.95","2.17","3.8","10.28"
"BUVA","2026-05-12","552","FULL","1075","6.965174129353234","EARLY SWEEP","EARLY SWEEP","","EARLY SWEEP","2026-05-12","","SIDEWAYS","IMPROVING","0.81","0","4050","Full Grid (1-2-3-4)","100000000","1130","1015","985","945","0.1","0.2","0.3","0.4","88","197","304","423","1012","99857000","143000","986.73","986.79","24.34","13.35","1.89","5.04"
"HOMI","2026-05-12","552","FULL","216","0","EARLY SWEEP","EARLY SWEEP","","EARLY SWEEP","2026-05-12","","NORMAL DOWNTREND","IMPROVING","0.84","0","4050","Full Grid (1-2-3-4)","100000000","230","220","216","212","0.1","0.2","0.3","0.4","434","909","1388","1886","4617","99944000","56000","216.47","216.47","11.3","5.76","3","7.34"
"MAIN","2026-05-12","552","FULL","855","3.0120481927710845","EARLY SWEEP","EARLY SWEEP","","EARLY SWEEP","2026-05-12","","NORMAL UPTREND","LAGGING","0.4","0","4000","Full Grid (1-2-3-4)","100000000","1010","840","800","745","0.1","0.2","0.3","0.4","99","238","375","536","1248","99923000","77000","800.67","800.63","34.65","17.57","3","8.95"
"MIRA","2026-05-12","552","FULL","22","4.761904761904762","EARLY SWEEP","EARLY SWEEP","","EARLY SWEEP","2026-05-12","","SIDEWAYS","LAGGING","0.43","0","4000","Full Grid (1-2-3-4)","100000000","25","24","23","23","0.1","0.2","0.3","0.4","4000","8333","13043","17391","42767","99997400","2600","23.38","23.38","12","5.91","4.67","11.3"
"DFAM","2026-05-12","552","FULL","124","-11.428571428571429","HOLD","-","","BETA BREAKOUT","2026-05-11","","EXPLOSIVE BULL","LEADING","2.03","1","1618","Full Grid (1-2-3-4)","100000000","140","111","104","94","0.1","0.2","0.3","0.4","714","1801","2884","4255","9654","99977700","22300","103.56","103.56","44.29","24.68","3","8.7"
"DPUM","2026-05-12","552","FULL","195","-3.4653465346534658","HOLD","-","","SMART GAMMA","2026-05-11","","EXPLOSIVE BULL","LEADING","3.62","1","1618","Full Grid (1-2-3-4)","100000000","202","157","146","130","0.1","0.2","0.3","0.4","495","1273","2054","3076","6898","99961500","38500","144.91","144.91","47.03","26.16","3.01","9.05"
"LABS","2026-05-12","439","FULL","184","-14.814814814814813","HOLD","-","","SMART GAMMA","2026-05-11","","EXPLOSIVE BULL","LEADING","7.28","1","1618","Full Grid (1-2-3-4)","100000000","216","180","172","159","0.1","0.2","0.3","0.4","462","1111","1744","2515","5832","99962500","37500","171.4","171.41","34.26","17.15","3","9.07"
"ASPI","2026-05-12","552","FULL","515","3.413654618473896","HOLD","-","","SMART SNIPER","2026-05-08","Structure + Discount","EXPLOSIVE BULL","LEADING","2.87","4","1612","Full Grid (1-2-3-4)","100000000","466","412","400","382","0.1","0.2","0.3","0.4","214","485","750","1047","2496","99949800","50200","400.44","400.46","25.32","13.1","3","8"
"BJTM","2026-05-12","552","FULL","590","-0.8403361344537815","HOLD","-","","BETA BREAKOUT","2026-05-08","","EXPLOSIVE BULL","LEADING","2.44","4","1612","Full Grid (1-2-3-4)","100000000","605","575","570","560","0.1","0.2","0.3","0.4","165","347","526","714","1752","99901000","99000","570.21","570.22","9.92","4.42","3","8.52"
"KAEF","2026-05-12","552","FULL","610","-14.685314685314685","HOLD","-","","BETA BREAKOUT","2026-05-08","","EXPLOSIVE BULL","LEADING","2.74","4","1612","Full Grid (1-2-3-4)","100000000","635","545","520","492","0.1","0.2","0.3","0.4","157","366","576","813","1912","99868100","131900","522.32","522.36","29.76","14.61","2.99","8.88"
"MPOW","2026-05-12","552","FULL","141","-14.545454545454545","HOLD","-","","SMART GAMMA","2026-05-08","","EXPLOSIVE BULL","LEADING","6.97","4","1612","Full Grid (1-2-3-4)","100000000","148","118","110","100","0.1","0.2","0.3","0.4","675","1694","2727","4000","9096","99976200","23800","109.91","109.92","42.57","22.67","3.02","9.16"
"PEHA","2026-05-12","552","FULL","328","-14.583333333333334","AVOID","-","","SMART GAMMA","2026-05-08","","EXPLOSIVE BULL","LEADING","3.13","4","1612","Full Grid (1-2-3-4)","100000000","372","330","318","304","0.1","0.2","0.3","0.4","268","606","943","1315","3132","99931000","69000","319.06","319.07","24.19","11.62","2.98","8.66"
"KRYA","2026-05-12","552","FULL","81","-1.2195121951219512","HOLD","-","","SMART SNIPER","2026-04-15","Structure + Discount","EXPLOSIVE BULL","LEADING","7.78","27","1566","Full Grid (1-2-3-4)","100000000","67","61","60","58","0.1","0.2","0.3","0.4","1492","3278","5000","6896","16666","99989000","11000","60","60","19.4","9.99","3","7.67"
"JSMR","2026-05-12","552","FULL","3010","0","AVOID","-","","EARLY SWEEP","2026-05-04","","CRASH / SELL-OFF","LEADING","2.87","8","1504","Full Grid (1-2-3-4)","100000000","3450","3390","3380","3360","0.1","0.2","0.3","0.4","28","58","88","119","293","99050000","950000","3380.55","3380.8","3.77","1.79","4.38","10.56"
"KONI","2026-05-12","552","FULL","2870","12.992125984251967","HOLD","-","","SMART GAMMA","2026-05-05","","EXPLOSIVE BULL","WEAKENING","1.9","7","1486","Full Grid (1-2-3-4)","100000000","2980","2430","2300","2120","0.1","0.2","0.3","0.4","33","82","130","188","433","99516000","484000","2298.29","2298.98","38.93","20.81","2.99","8.68"
"GPSO","2026-05-12","552","FULL","478","0.42016806722689076","HOLD","-","","V-SHAPE","2026-03-03","","EXPLOSIVE BULL","LEADING","4.62","70","1480","Full Grid (1-2-3-4)","100000000","396","384","380","376","0.1","0.2","0.3","0.4","252","520","789","1063","2624","99898000","102000","380.71","380.71","8.59","4.91","3","6.27"
"SHIP","2026-05-12","552","FULL","2560","-13.804713804713806","AVOID","-","","SMART SNIPER","2026-05-04","Structure + Discount","CRASH / SELL-OFF","LAGGING","4.51","8","1404","Full Grid (1-2-3-4)","100000000","4300","3870","3760","3620","0.1","0.2","0.3","0.4","23","51","79","110","263","99151000","849000","3770","3770.46","21.63","10.61","3.01","8.33"
"PTMP","2026-05-12","552","FULL","76","8.571428571428571","HOLD","-","","BETA BREAKOUT","2026-01-19","","EXPLOSIVE BULL","LEADING","3.49","113","1394","Full Grid (1-2-3-4)","100000000","93","87","86","84","0.1","0.2","0.3","0.4","1075","2298","3488","4761","11622","99979300","20700","86.03","86.03","13.98","7","3","7.63"
"FIRE","2026-05-12","552","FULL","131","-5.072463768115942","AVOID","-","","V-SHAPE","2026-04-22","","CRASH / SELL-OFF","LAGGING","3.75","20","1380","Full Grid (1-2-3-4)","100000000","154","137","133","127","0.1","0.2","0.3","0.4","649","1459","2255","3149","7512","99966700","33300","133.08","133.08","23.38","11.33","3","8.55"
"PURI","2026-05-12","552","FULL","156","-3.7037037037037033","AVOID","-","","SMART SNIPER","2026-04-14","Structure + Discount","CRASH / SELL-OFF","LAGGING","0.98","28","1344","Full Grid (1-2-3-4)","100000000","190","158","150","139","0.1","0.2","0.3","0.4","526","1265","2000","2877","6668","99971300","28700","149.93","149.93","35.79","18.63","3","8.74"
"BAUT","2026-05-12","552","FULL","29","0","AVOID","-","","SMART SNIPER","2026-04-01","Discount Only","CRASH / SELL-OFF","LAGGING","2.25","41","1338","Full Grid (1-2-3-4)","100000000","38","33","31","29","0.1","0.2","0.3","0.4","2631","6060","9677","13793","32161","99994200","5800","31.09","31.09","28.95","13.16","3","9.75"
"GTRA","2026-05-12","552","FULL","226","-4.23728813559322","AVOID","-","","EARLY SWEEP","2026-03-10","","CRASH / SELL-OFF","LAGGING","1.58","63","1274","Full Grid (1-2-3-4)","100000000","316","288","282","272","0.1","0.2","0.3","0.4","316","694","1063","1470","3543","99933400","66600","282.06","282.06","18.99","9.24","3","8.21"
"SILO","2026-05-12","552","FULL","2250","-5.46218487394958","AVOID","-","","G ACC","2026-01-29","","CRASH / SELL-OFF","LAGGING","2.23","103","1214","Full Grid (1-2-3-4)","100000000","2800","2610","2560","2490","0.1","0.2","0.3","0.4","35","76","117","160","388","99428000","572000","2562.58","2562.97","14.64","6.73","3","8.5"
"CCSI","2026-05-12","552","FULL","300","25","HOLD","-","","V-SHAPE","2025-11-14","","CRASH / SELL-OFF","LEADING","7.96","179","1162","Full Grid (1-2-3-4)","100000000","350","346","344","342","0.1","0.2","0.3","0.4","285","578","872","1169","2904","99950400","49600","344.18","344.18","4","2.38","4.29","8.04"
"TRST","2026-05-12","552","FULL","480","-1.2345679012345678","HOLD","-","","V-SHAPE","2026-05-11","","SIDEWAYS","LEADING","4.62","1","1118","Full Grid (1-2-3-4)","100000000","486","444","434","420","0.1","0.2","0.3","0.4","205","450","691","952","2298","99916400","83600","434.8","434.81","18.11","8.46","3","8.57"
"IFII","2026-05-12","552","FULL","222","0","AVOID","-","","V-SHAPE","2026-05-08","","SIDEWAYS","LEADING","2.86","4","1112","Full Grid (1-2-3-4)","100000000","226","218","216","214","0.1","0.2","0.3","0.4","442","917","1388","1869","4616","99957200","42800","216.55","216.55","7.96","3.95","3","7.43"
"MARK","2026-05-12","552","FULL","875","2.941176470588235","HOLD","-","","BETA BREAKOUT","2026-05-08","","NORMAL UPTREND","LEADING","2.33","4","1112","Full Grid (1-2-3-4)","100000000","840","795","785","770","0.1","0.2","0.3","0.4","119","251","382","519","1271","99900500","99500","786","786","11.31","5.22","3","8.27"
"LFLO","2026-05-12","552","FULL","590","4.424778761061947","HOLD","-","","V-SHAPE","2026-05-06","","SIDEWAYS","LEADING","7.84","6","1108","Full Grid (1-2-3-4)","100000000","540","515","510","505","0.1","0.2","0.3","0.4","185","388","588","792","1953","99956000","44000","511.81","511.81","10","5.04","2.04","5.35"
"BALI","2026-05-12","552","FULL","1275","-0.7782101167315175","HOLD","-","","V-SHAPE","2026-05-11","","SIDEWAYS","LEADING","0.27","1","1098","Full Grid (1-2-3-4)","100000000","1285","1260","1250","1240","0.1","0.2","0.3","0.4","77","158","240","322","797","99730500","269500","1251.32","1251.36","5.06","2.5","1.69","4.59"
"BCAP","2026-05-12","552","FULL","51","0","AVOID","-","","EARLY SWEEP","2026-05-11","","SIDEWAYS","LEADING","0.16","1","1098","Full Grid (1-2-3-4)","100000000","59","55","54","53","0.1","0.2","0.3","0.4","1694","3636","5555","7547","18432","99988700","11300","54.25","54.25","13.56","5.99","3","8.85"
"BYAN","2026-05-12","552","FULL","11400","-3.79746835443038","HOLD","-","","V-SHAPE","2026-05-11","","NORMAL DOWNTREND","LEADING","0.32","1","1098","Full Grid (1-2-3-4)","100000000","11850","11450","11350","11200","0.1","0.2","0.3","0.4","8","17","26","35","86","97655000","2345000","11355.23","11356.92","7.81","3.79","2.68","6.9"
"GJTL","2026-05-12","552","FULL","1205","-2.82258064516129","HOLD","-","","G ACC","2026-05-11","","NORMAL UPTREND","LEADING","1.13","1","1098","Full Grid (1-2-3-4)","100000000","1240","1120","1090","1050","0.1","0.2","0.3","0.4","80","178","275","380","913","99731000","269000","1092.34","1092.42","19.76","8.91","3","9.07"
"KETR","2026-05-12","552","FULL","585","-7.142857142857142","HOLD","-","","SMART SNIPER","2026-05-11","Discount Only","SIDEWAYS","LEADING","0.8","1","1098","Full Grid (1-2-3-4)","100000000","630","550","530","500","0.1","0.2","0.3","0.4","158","363","566","800","1887","99917000","83000","529.5","529.55","27.94","14.26","3.01","8.35"
"MCOL","2026-05-12","552","FULL","3950","-1.25","AVOID","-","","V-SHAPE","2026-05-11","","NORMAL UPTREND","LEADING","0.34","1","1098","Full Grid (1-2-3-4)","100000000","4000","3950","3940","3920","0.1","0.2","0.3","0.4","25","50","76","102","253","99678000","322000","3939.84","3939.86","3","1.52","5","11.03"
"RMKE","2026-05-12","552","FULL","3210","-4.747774480712167","HOLD","-","","SMART SNIPER","2026-05-11","Structure + Discount","SIDEWAYS","LEADING","1.4","1","1098","Full Grid (1-2-3-4)","100000000","3370","3010","2920","2800","0.1","0.2","0.3","0.4","29","66","102","142","339","99183000","817000","2925.75","2926.41","22.85","11.13","2.99","8.44"
"SAGE","2026-05-12","552","FULL","30","0","AVOID","-","","EARLY SWEEP","2026-05-11","","NORMAL DOWNTREND","LEADING","0.85","1","1098","Full Grid (1-2-3-4)","100000000","34","32","31","30","0.1","0.2","0.3","0.4","2941","6250","9677","13333","32201","99997100","2900","31.05","31.05","14.71","6.61","3.6","10.2"
"SMRA","2026-05-12","552","FULL","318","-1.8518518518518516","HOLD","-","","EARLY SWEEP","2026-05-11","","NORMAL DOWNTREND","LEADING","0.17","1","1098","Full Grid (1-2-3-4)","100000000","404","392","388","384","0.1","0.2","0.3","0.4","247","510","773","1041","2571","99937600","62400","388.71","388.71","6.93","3.27","3.07","7.97"
"STAA","2026-05-12","552","FULL","1225","-0.40650406504065045","AVOID","-","","EARLY SWEEP","2026-05-11","","NORMAL DOWNTREND","LEADING","0.51","1","1098","Full Grid (1-2-3-4)","100000000","1220","1180","1170","1155","0.1","0.2","0.3","0.4","81","169","256","346","852","99739000","261000","1170.65","1170.7","7.38","3.47","3.11","8.1"
"STTP","2026-05-12","552","FULL","9700","-13.585746102449889","AVOID","-","","BETA BREAKOUT","2026-05-11","","SIDEWAYS","LEADING","0.63","1","1098","Full Grid (1-2-3-4)","100000000","11225","10400","10200","9900","0.1","0.2","0.3","0.4","8","19","29","40","96","97920000","2080000","10200","10208.74","15.37","6.86","3","8.86"
"TAMA","2026-05-12","552","FULL","214","-9.322033898305085","HOLD","-","","SMART GAMMA","2026-05-11","","NORMAL UPTREND","LEADING","0.92","1","1098","Full Grid (1-2-3-4)","100000000","236","178","164","145","0.1","0.2","0.3","0.4","423","1123","1829","2758","6133","99958800","41200","162.99","162.99","50.42","28.21","3.02","9.39"
"VTNY","2026-05-12","552","FULL","70","-4.10958904109589","AVOID","-","","V-SHAPE","2026-05-11","","SIDEWAYS","LEADING","1.12","1","1098","Full Grid (1-2-3-4)","100000000","73","65","63","60","0.1","0.2","0.3","0.4","1369","3076","4761","6666","15872","99978000","22000","62.99","62.99","23.29","11.1","3","8.73"
"SMMA","2026-05-12","552","FULL","16975","4.301075268817205","HOLD","-","","SMART GAMMA","2026-04-30","","NORMAL UPTREND","LEADING","2.39","12","1096","Full Grid (1-2-3-4)","100000000","15600","14650","14400","14075","0.1","0.2","0.3","0.4","6","13","20","28","67","96615000","3385000","14420.15","14426.96","12.98","5.86","3","8.58"
"GHON","2026-05-12","552","FULL","1810","0","HOLD","-","","G ACC","2026-04-28","","SIDEWAYS","LEADING","2.81","14","1092","Full Grid (1-2-3-4)","100000000","1800","1755","1740","1725","0.1","0.2","0.3","0.4","55","113","172","231","571","99507000","493000","1742.68","1742.73","5.83","2.74","3.43","8.75"
"IRRA","2026-05-12","552","FULL","410","-14.937759336099585","AVOID","-","","SMART GAMMA","2026-05-08","","SIDEWAYS","LEADING","1.6","4","1092","Full Grid (1-2-3-4)","100000000","510","444","428","406","0.1","0.2","0.3","0.4","196","450","700","985","2331","99927000","73000","428.69","428.69","26.67","12.76","3.01","8.98"
"MAPI","2026-05-12","552","FULL","1495","-0.6644518272425249","HOLD","-","","SMART GAMMA","2026-05-08","","NORMAL UPTREND","LEADING","1.4","4","1092","Full Grid (1-2-3-4)","100000000","1455","1335","1305","1265","0.1","0.2","0.3","0.4","68","149","229","316","762","99644000","356000","1307.66","1307.82","17.53","8.23","3","8.47"
"MEDS","2026-05-12","552","FULL","118","-14.492753623188406","HOLD","-","","SMART GAMMA","2026-05-08","","NORMAL UPTREND","LEADING","1.59","4","1092","Full Grid (1-2-3-4)","100000000","117","85","77","67","0.1","0.2","0.3","0.4","854","2352","3896","5970","13072","99982000","18000","76.49","76.49","56.41","33.32","3.02","9.4"
"CLEO","2026-05-12","552","FULL","400","0.5025125628140703","HOLD","-","","SMART SNIPER","2026-05-07","Structure + Discount","SIDEWAYS","LEADING","0.32","5","1090","Full Grid (1-2-3-4)","100000000","412","404","402","400","0.1","0.2","0.3","0.4","242","495","746","1000","2483","99957600","42400","402.57","402.57","4.37","2.13","4","9.5"
"EXCL","2026-05-12","552","FULL","3100","2.6490066225165565","HOLD","-","","SMART GAMMA","2026-05-07","","SIDEWAYS","LEADING","0.61","5","1090","Full Grid (1-2-3-4)","100000000","3230","3080","3040","2990","0.1","0.2","0.3","0.4","30","64","98","133","325","98961000","1039000","3044.95","3045.45","10.53","5.09","3","7.78"
"LRNA","2026-05-12","552","FULL","208","1.9607843137254901","HOLD","-","","V-SHAPE","2026-05-07","","SIDEWAYS","LEADING","0.57","5","1090","Full Grid (1-2-3-4)","100000000","206","200","199","197","0.1","0.2","0.3","0.4","485","1000","1507","2030","5022","99971300","28700","199.07","199.07","6.8","3.55","3.14","7.21"
"MAPA","2026-05-12","552","FULL","650","0","AVOID","-","","V-SHAPE","2026-05-07","","SIDEWAYS","LEADING","0.94","5","1090","Full Grid (1-2-3-4)","100000000","625","615","610","605","0.1","0.2","0.3","0.4","160","325","491","661","1637","99929000","71000","610.44","610.44","4.8","2.53","2.17","5.15"
"MDLA","2026-05-12","256","FULL","224","-6.666666666666667","HOLD","-","","SMART SNIPER","2026-05-07","Demand Structure","NORMAL UPTREND","LEADING","1.71","5","1090","Full Grid (1-2-3-4)","100000000","240","224","218","214","0.1","0.2","0.3","0.4","416","892","1376","1869","4553","99958200","41800","219.54","219.55","15","7.08","3","8.26"
"MORA","2026-05-12","552","FULL","7650","-15","HOLD","-","","SMART SNIPER","2026-05-07","Discount Only","SIDEWAYS","LEADING","1.15","5","1090","Full Grid (1-2-3-4)","100000000","6250","5375","5175","4870","0.1","0.2","0.3","0.4","16","37","57","82","192","99319000","681000","5172.86","5172.88","29.92","15.33","4.41","11.76"
"MRAT","2026-05-12","552","FULL","434","0","HOLD","-","","SMART SNIPER","2026-05-07","Demand Structure","SIDEWAYS","LEADING","0.85","5","1090","Full Grid (1-2-3-4)","100000000","440","418","412","404","0.1","0.2","0.3","0.4","227","478","728","990","2423","99958000","42000","412.54","412.54","11.36","5.46","3","7.87"
"SCCO","2026-05-12","552","FULL","2460","2.0746887966804977","HOLD","-","","SMART SNIPER","2026-05-07","Structure + Discount","NORMAL UPTREND","LEADING","0.75","5","1090","Full Grid (1-2-3-4)","100000000","2460","2330","2300","2260","0.1","0.2","0.3","0.4","40","85","130","176","431","99321000","679000","2304.43","2304.61","10.98","4.97","3","8.44"
"SOSS","2026-05-12","552","FULL","895","-0.5555555555555556","HOLD","-","","SMART SNIPER + V-SHAPE","2026-05-07","Structure + Discount","NORMAL UPTREND","LEADING","0.09","5","1090","Full Grid (1-2-3-4)","100000000","920","855","835","815","0.1","0.2","0.3","0.4","108","233","359","490","1190","99769000","231000","838.39","838.44","15.76","7.56","1.79","5.39"
"CMRY","2026-05-12","552","FULL","4740","0.6369426751592357","HOLD","-","","SMART SNIPER","2026-05-06","Discount Only","NORMAL UPTREND","LEADING","0.54","6","1088","Full Grid (1-2-3-4)","100000000","4870","4540","4460","4340","0.1","0.2","0.3","0.4","20","44","67","92","223","99526000","474000","4463.05","4463.94","14.58","6.79","3","8.37"
"DMAS","2026-05-12","552","FULL","152","1.3333333333333335","HOLD","-","","SMART GAMMA","2026-05-06","","NORMAL UPTREND","LEADING","1.09","6","1088","Full Grid (1-2-3-4)","100000000","151","142","139","136","0.1","0.2","0.3","0.4","662","1408","2158","2941","7169","99983600","16400","139.47","139.47","13.25","6.07","3.05","8.57"
"GOLD","2026-05-12","552","FULL","282","-0.7042253521126761","AVOID","-","","V-SHAPE","2026-05-06","","SIDEWAYS","LEADING","0.15","6","1088","Full Grid (1-2-3-4)","100000000","288","282","280","278","0.1","0.2","0.3","0.4","347","709","1071","1438","3565","99951800","48200","280.37","280.37","5.56","2.99","3.5","7.6"
"HALO","2026-05-12","552","FULL","84","-13.402061855670103","HOLD","-","","SMART SNIPER","2026-05-06","Discount Only","NORMAL UPTREND","LEADING","0.91","6","1088","Full Grid (1-2-3-4)","100000000","91","78","74","70","0.1","0.2","0.3","0.4","1098","2564","4054","5714","13430","99988600","11400","74.45","74.45","30.77","15.38","3","8.78"
