"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"SMLE","2026-05-25","2026-05-25","553","FULL","102","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-17","","69d","69","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","65","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.99","0.99","NORMAL","33.33","66.67","22.84","39.51","6.03","32.26","119.54","132.73","168.15","644600","653260","862","Supertrend bearish | RSI 22.8 lemah | Volume 0.99x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","114","103","100","97","0.1","0.2","0.3","0.4","877","1941","3000","4123","9941","99983200","16800","100.58","100.58","89","152","189","189","21.93","11.51","65.79","87.92","3","7.64"
"TBMS","2026-05-25","2026-05-25","559","FULL","1340","4.6875","AVOID","-","passive","FALSE","","V-SHAPE","2026-01-26","","119d","119","DOWNTREND","BULLISH","BULLISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","54.84","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.43","0.43","DRY / QUIET","83.33","16.67","52.12","14.32","30.15","18.42","1321.76","1334.73","1284.17","18900","44060","862","Supertrend bearish | RSI 52.1 > 50 | Volume 0.43x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1510","1450","1435","1410","0.1","0.2","0.3","0.4","66","137","209","283","695","99725500","274500","1434.9","1434.92","1370","1720","1930","1930","9.27","4.52","27.81","34.5","3","7.63"
"AHAP","2026-05-25","2026-05-25","559","FULL","88","1.1494252873563218","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-16","","70d","70","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","59.22","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.25","0.25","DRY / QUIET","37.5","62.5","34.3","20.16","13.32","30.37","102.05","111.05","108.26","6284300","24817195","860","Supertrend bearish | RSI 34.3 lemah | Volume 0.25x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","136","124","121","117","0.1","0.2","0.3","0.4","735","1612","2479","3418","8244","99971300","28700","121.27","121.27","109","177","218","218","19.85","10.11","60.29","79.77","3.04","7.89"
"BEKS","2026-05-25","2026-05-25","559","FULL","22","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-16","","70d","70","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","12.87","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.48","1.48","EXPANSION","0","100","20.09","69.59","10.09","48.67","25.19","26.82","28.17","36355600","24495120","860","Supertrend bearish | RSI 20.1 lemah | Volume valid 1.48x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","33","30","29","28","0.1","0.2","0.3","0.4","3030","6666","10344","14285","34325","99992600","7400","29.13","29.13","27","42","51","51","18.18","7.32","54.55","75.07","3","10.26"
"HRUM","2026-05-25","2026-05-25","559","FULL","790","0","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-02-19","","95d","95","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","17.5","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.53","0.53","DRY / QUIET","50","50","33.13","37.6","11.44","38.73","885.24","962.35","1018.91","8846600","16740895","860","Supertrend bearish | RSI 33.1 lemah | Volume 0.53x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1240","1095","1060","1010","0.1","0.2","0.3","0.4","80","182","283","396","941","99843000","157000","1061.03","1061.17","930","1705","2170","2170","25","12.35","75","104.52","3","8.46"
"KDTN","2026-05-25","2026-05-25","559","FULL","835","7.051282051282051","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-16","","70d","70","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.51","0.51","DRY / QUIET","73.33","26.67","38.42","30.97","24.74","22.42","915.3","944.93","699.78","1487500","2894860","860","Supertrend bearish | RSI 38.4 lemah | Volume 0.51x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1575","840","665","420","0.1","0.2","0.3","0.4","63","238","451","952","1704","99890000","110000","586.21","586.48","77","3820","6075","6075","95.11","86.86","285.71","936.32","3","10.78"
"MYOH","2026-05-25","2026-05-25","559","FULL","1155","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-03-16","Structure + Discount","70d","70","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","32.13","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","0.86","0.86","NORMAL","10","90","26.21","20.23","24.88","28.47","1229.18","1280.81","1450.08","23000","26630","860","Supertrend bearish | RSI 26.2 lemah | Volume 0.86x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1425","1370","1355","1335","0.1","0.2","0.3","0.4","70","145","221","299","735","99702000","298000","1356.49","1356.51","1300","1615","1800","1800","8.77","4.16","26.32","32.7","3","7.85"
"CLAY","2026-05-25","2026-05-25","559","FULL","2910","-0.3424657534246575","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-22","","123d","123","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","100","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.31","0.31","DRY / QUIET","0","100","62.09","9.4","16.4","15.99","2861.63","2812.55","2393.69","14600","47465","854","Supertrend bearish | RSI 62.1 > 50 | Volume 0.31x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","2680","2340","2260","2150","0.1","0.2","0.3","0.4","37","85","132","186","440","99628000","372000","2264.27","2264.63","1960","3760","4840","4840","26.87","13.44","80.6","113.76","3","8.47"
"SDRA","2026-05-25","2026-05-25","559","FULL","244","2.5210084033613445","AVOID","-","passive","FALSE","","SMART SNIPER","2026-01-22","Structure + Discount","123d","123","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.84","0.84","NORMAL","100","0","45.57","27.4","22.78","16.38","250.95","256.26","285.04","1129100","1340330","854","Supertrend bearish | RSI 45.6 lemah | Volume 0.84x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","288","284","282","280","0.1","0.2","0.3","0.4","347","704","1063","1428","3542","99947800","52200","282.18","282.18","276","306","336","336","4.17","2.19","16.67","19.07","4","8.71"
"TGKA","2026-05-25","2026-05-25","559","FULL","4920","-1.6","HOLD","-","passive","FALSE","","SMART SNIPER","2026-03-13","Demand Structure","73d","73","UPTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","10.09","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.93","1.93","EXPANSION","91.43","8.57","47.91","26.43","34.93","30.5","4968.72","4951.43","5244.01","21000","10875","854","Supertrend bullish | RSI 47.9 lemah | Volume valid 1.93x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","5500","5100","5025","4890","0.1","0.2","0.3","0.4","18","39","59","81","197","99046500","953500","5027.74","5027.69","4690","6725","7925","7925","14.73","6.72","44.09","57.63","2.99","8.58"
"TRIN","2026-05-25","2026-05-25","559","FULL","472","-5.220883534136546","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-13","","73d","73","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","62.93","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.54","0.54","DRY / QUIET","36.36","63.64","20.98","35.58","5.88","25.62","622.42","730.87","667.08","2599000","4817775","854","Supertrend bearish | RSI 21.0 lemah | Volume 0.54x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","615","565","550","530","0.1","0.2","0.3","0.4","162","353","545","754","1814","99844500","155500","550.41","550.43","488","805","1225","1225","20.65","11.34","99.19","122.56","4.8","10.81"
"KSIX","2026-05-25","2026-05-25","322","FULL","328","1.8633540372670807","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-03-12","","74d","74","DOWNTREND","BEARISH","BEARISH","BEARISH","DEMAND STRUCTURE","SIDEWAYS","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.74","0.74","DRY / QUIET","90","10","48.51","31.67","21.29","14.55","331.42","335.34","333.86","78300","106245","852","Supertrend bearish | RSI 48.5 lemah | Volume 0.74x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","358","324","316","304","0.1","0.2","0.3","0.4","279","617","949","1315","3160","99943400","56600","316.28","316.28","284","470","580","580","20.67","10.21","62.01","83.38","3","8.17"
"AMFG","2026-05-25","2026-05-25","559","FULL","3130","0","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-03-11","","75d","75","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","17.5","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.21","0.21","DRY / QUIET","90.91","9.09","39.87","40.78","34.25","15.47","3201.73","3259.48","3439.8","2800","13455","850","Supertrend bearish | RSI 39.9 lemah | Volume 0.21x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","3490","3330","3290","3230","0.1","0.2","0.3","0.4","28","60","91","123","302","99420000","580000","3292.05","3292.31","3140","4020","4540","4540","10.03","4.62","30.09","37.91","3","8.21"
"CARE","2026-05-25","2026-05-25","559","FULL","410","0","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-20","","125d","125","DOWNTREND","BEARISH","BEARISH","NEUTRAL","STRUCTURE + DISCOUNT","SIDEWAYS","65","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.35","0.35","DRY / QUIET","50","50","42.39","32.32","28.94","10.26","412.67","428.55","410.39","571100","1618930","850","Supertrend bearish | RSI 42.4 lemah | Volume 0.35x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","825","700","665","625","0.1","0.2","0.3","0.4","121","285","451","640","1497","99924000","76000","667.49","667.53","560","1225","1620","1620","32.12","16.1","96.36","142.7","3","8.86"
"KEEN","2026-05-25","2026-05-25","559","FULL","890","1.1363636363636365","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-20","","125d","125","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","56.19","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.6","0.6","DRY / QUIET","50","50","48.48","20.09","21.09","17.38","895.21","917.82","933.27","6323700","10607485","850","Supertrend bearish | RSI 48.5 lemah | Volume 0.6x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1285","1140","1105","1055","0.1","0.2","0.3","0.4","77","175","271","379","902","99774500","225500","1106.15","1106.32","980","1745","2200","2200","23.74","11.4","71.21","98.89","3","8.67"
"PORT","2026-05-25","2026-05-25","559","FULL","895","-2.717391304347826","HOLD","-","passive","FALSE","","EARLY SWEEP","2026-03-11","","75d","75","UPTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","55.41","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.45","1.45","EXPANSION","16","84","47.56","55.73","43.27","7.78","907.19","919.45","976.42","39000","26830","850","Supertrend bullish | RSI 47.6 lemah | Volume valid 1.45x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1260","1125","1095","1050","0.1","0.2","0.3","0.4","79","177","273","380","909","99660000","340000","1096.37","1096.41","970","1695","2130","2130","23.02","11.53","69.05","94.28","3","8.18"
"SEMA","2026-05-25","2026-05-25","559","FULL","103","-0.9615384615384616","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-11","","75d","75","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","91.02","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.42","0.42","DRY / QUIET","25","75","36.57","23.61","19.46","17.11","108.4","110.91","108.79","456600","1088235","850","Supertrend bearish | RSI 36.6 lemah | Volume 0.42x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","107","100","98","96","0.1","0.2","0.3","0.4","934","2000","3061","4166","10161","99985200","14800","98.4","98.4","91","131","155","155","14.95","7.52","44.86","57.52","3","7.65"
"BLUE","2026-05-25","2026-05-25","559","FULL","3200","8.47457627118644","AVOID","-","passive","FALSE","","G ACC","2026-01-19","","126d","126","DOWNTREND","NEUTRAL","BEARISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","44.72","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.46","0.46","DRY / QUIET","75.61","24.39","48.84","17.84","24.49","17.83","3200.92","3477.02","2915.64","355400","773305","848","Supertrend bearish | RSI 48.8 lemah | Volume 0.46x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","5075","3920","3650","3260","0.1","0.2","0.3","0.4","19","51","82","122","274","99336500","663500","3625.42","3628.24","2680","8675","12250","12250","47.19","26.08","141.38","237.89","3","9.12"
"GTRA","2026-05-25","2026-05-25","559","FULL","202","8.02139037433155","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-10","","76d","76","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","43.58","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.79","0.79","DRY / QUIET","61.54","38.46","34.61","18.42","18.83","21.85","229.54","248.51","250.23","626400","790665","848","Supertrend bearish | RSI 34.6 lemah | Volume 0.79x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","316","288","282","272","0.1","0.2","0.3","0.4","316","694","1063","1470","3543","99933400","66600","282.06","282.06","256","406","496","496","18.99","9.24","56.96","75.85","3","8.21"
"INPC","2026-05-25","2026-05-25","559","FULL","143","5.147058823529411","AVOID","-","passive","FALSE","","SMART SNIPER + V-SHAPE","2026-03-10","Structure + Discount","76d","76","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","38.04","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.71","0.71","DRY / QUIET","58.33","41.67","40.8","19.94","14.69","29.17","152.15","159.5","166.02","3035700","4287685","848","Supertrend bearish | RSI 40.8 lemah | Volume 0.71x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","199","175","169","160","0.1","0.2","0.3","0.4","502","1142","1775","2500","5919","99972300","27700","168.9","168.9","147","278","356","356","26.13","12.97","78.89","110.77","3.02","8.54"
"VERN","2026-05-25","2026-05-25","383","FULL","125","5.042016806722689","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-10","","76d","76","DOWNTREND","BEARISH","BEARISH","NEUTRAL","DEMAND STRUCTURE","NORMAL DOWNTREND","32.71","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","0.07","0.07","DRY / QUIET","41.18","58.82","44.03","27.38","23.48","23.14","131.36","127.43","125.19","477000","6907655","848","Supertrend bearish | RSI 44.0 lemah | Volume 0.07x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","91","87","86","85","0.1","0.2","0.3","0.4","1098","2298","3488","4705","11589","99973700","26300","86.27","86.27","81","113","114","114","10.99","6.1","25.27","32.15","2.3","5.27"
"BSIM","2026-05-25","2026-05-25","559","FULL","795","0.6329113924050633","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-09","","77d","77","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","65","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.2","0.2","DRY / QUIET","100","0","28.42","16.02","16.11","21.1","844.3","891.35","929.9","8100","39695","846","Supertrend bearish | RSI 28.4 lemah | Volume 0.2x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1130","985","950","900","0.1","0.2","0.3","0.4","88","203","315","444","1050","99824500","175500","950.71","950.77","825","1590","2050","2050","26.99","13.22","81.42","115.63","3.02","8.74"
"CBUT","2026-05-25","2026-05-25","559","FULL","640","-1.5384615384615385","AVOID","-","passive","FALSE","","SMART SNIPER + V-SHAPE","2026-03-09","Structure + Discount","77d","77","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","36.1","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.59","0.59","DRY / QUIET","44.44","55.56","32.28","28.65","16.68","21.98","772.03","842.01","1053.27","53000","90110","846","Supertrend bearish | RSI 32.3 lemah | Volume 0.59x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1025","945","925","895","0.1","0.2","0.3","0.4","97","211","324","446","1078","99769000","231000","925.5","925.54","850","1290","1550","1550","17.07","8.16","51.22","67.48","3","8.27"
"DGNS","2026-05-25","2026-05-25","559","FULL","228","1.7857142857142856","AVOID","-","passive","FALSE","","G ACC","2026-03-09","","77d","77","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","32.64","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.16","0.16","DRY / QUIET","93.33","6.67","29.68","14.52","13.12","26.94","258.37","270.02","234.82","747000","4572125","846","Supertrend bearish | RSI 29.7 lemah | Volume 0.16x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","324","298","292","284","0.1","0.2","0.3","0.4","308","671","1027","1408","3414","99950600","49400","292.77","292.77","268","408","492","492","17.28","8.46","51.85","68.05","3","8.04"
"KKGI","2026-05-25","2026-05-25","559","FULL","282","3.6764705882352944","AVOID","-","passive","FALSE","","SMART GAMMA","2026-03-09","","77d","77","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","39.64","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.47","0.47","DRY / QUIET","80","20","31.41","42.01","8.51","35","303.57","317.29","343.45","1223800","2613275","846","Supertrend bearish | RSI 31.4 lemah | Volume 0.47x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","384","332","318","300","0.1","0.2","0.3","0.4","260","602","943","1333","3138","99947800","52200","318.51","318.52","276","545","710","710","28.13","13.35","84.9","122.91","3.02","9.21"
"BBNI","2026-05-25","2026-05-25","559","FULL","3890","2.91005291005291","UNSAFE DIP","-","risk","FALSE","","BETA BREAKOUT","2026-01-15","","130d","130","UPTREND","BULLISH","BEARISH","BEARISH","UPTREND DISCOUNT","NORMAL DOWNTREND","58.53","TRUE","FALSE","FALSE","LEADING","LEADING (Risk)","1.34","1.34","EXPANSION","69.23","30.77","52.97","15.61","22.6","19.05","3831.32","3919.63","4184.99","56968300","42578025","840","Supertrend bullish | RSI 53.0 > 50 | Volume valid 1.34x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","4540","4360","4320","4260","0.1","0.2","0.3","0.4","22","45","69","93","229","99034000","966000","4324.63","4324.53","4160","5100","5675","5675","8.37","3.81","25","31.23","2.99","8.2"
"BTEK","2026-05-25","2026-05-25","559","FULL","11","10","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-02-09","","105d","105","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","52.19","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.7","0.7","DRY / QUIET","100","0","38.42","40.59","21.92","46.57","12.28","14.16","15.49","76657400","108735815","840","Supertrend bearish | RSI 38.4 lemah | Volume 0.7x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","18","15","14","12","0.1","0.2","0.3","0.4","5555","13333","21428","33333","73649","99997300","2700","13.58","13.58","11","29","39","39","38.89","18.98","116.67","187.24","3","9.86"
"BTPS","2026-05-25","2026-05-25","559","FULL","975","1.0362694300518136","AVOID","-","passive","FALSE","","V-SHAPE","2026-01-15","","130d","130","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","78.81","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.68","0.68","DRY / QUIET","60","40","39.15","31.38","14.59","28.52","1003.64","1050.32","1176.51","4235500","6257250","840","Supertrend bearish | RSI 39.1 lemah | Volume 0.68x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1210","1185","1175","1165","0.1","0.2","0.3","0.4","82","168","255","343","848","99752000","248000","1176.32","1176.35","1145","1310","1440","1440","5.37","2.66","19.01","22.42","3.54","8.42"
"TRUS","2026-05-25","2026-05-25","559","FULL","288","5.109489051094891","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-06","","80d","80","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.47","0.47","DRY / QUIET","25","75","25.05","36.29","20.74","23.95","335.51","369.81","439.85","22700","48565","840","Supertrend bearish | RSI 25.1 lemah | Volume 0.47x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","620","510","484","448","0.1","0.2","0.3","0.4","161","392","619","892","2064","99895200","104800","483.99","483.99","394","960","1300","1300","36.45","18.59","109.68","168.6","3.01","9.07"
"AXIO","2026-05-25","2026-05-25","559","FULL","113","1.8018018018018018","AVOID","-","passive","FALSE","","V-SHAPE","2026-01-14","","131d","131","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","99.47","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.9","0.9","NORMAL","66.67","33.33","43.14","22.6","16.69","11.48","114.61","116.25","122.76","526300","583660","838","Supertrend bearish | RSI 43.1 lemah | Volume 0.9x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","129","128","127","127","0.1","0.2","0.3","0.4","775","1562","2362","3149","7848","99980800","19200","127.4","127.4","125","135","149","149","3.1","1.88","15.5","16.96","5","9.01"
"BLTA","2026-05-25","2026-05-25","559","FULL","37","8.823529411764707","HOLD","-","passive","FALSE","","SMART GAMMA","2026-03-05","","81d","81","UPTREND","BEARISH","BEARISH","BEARISH","UPTREND DISCOUNT","NORMAL DOWNTREND","65","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.5","0.5","DRY / QUIET","100","0","40.68","17.97","27.96","50.41","39.41","41.15","37.79","5162200","10343345","838","Supertrend bullish | RSI 40.7 lemah | Volume 0.5x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","49","44","43","41","0.1","0.2","0.3","0.4","2040","4545","6976","9756","23317","99990400","9600","42.88","42.88","38","70","82","82","22.45","11.39","67.35","91.22","3","8.01"
"WINR","2026-05-25","2026-05-25","559","FULL","26","8.333333333333332","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-05","","81d","81","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","43.31","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.87","1.87","EXPANSION","100","0","39.1","17.69","24.62","40.22","29.34","32.51","35.51","40926000","21885715","838","Supertrend bearish | RSI 39.1 lemah | Volume valid 1.87x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","75","58","54","48","0.1","0.2","0.3","0.4","1333","3448","5555","8333","18669","99991300","8700","53.56","53.56","40","128","180","180","46.67","25.32","140","236.07","3","9.32"
"ZINC","2026-05-25","2026-05-25","559","FULL","30","0","AVOID","-","passive","FALSE","","G ACC","2026-01-14","","131d","131","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","0","FALSE","FALSE","FALSE","LEADING","LEADING (Passive)","0","0","NO VOLUME","50","50","42.01","23.64","25.95","42.43","30.1","31.27","30.33","0","0","838","Supertrend bearish | RSI 42.0 lemah | Volume NaNx | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","46","38","36","33","0.1","0.2","0.3","0.4","2173","5263","8333","12121","27890","99993300","6700","35.85","35.85","30","70","94","94","34.78","16.32","104.35","162.18","3","9.94"
"SULI","2026-05-25","2026-05-25","559","FULL","87","2.3529411764705883","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-04","","82d","82","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","19.08","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.25","0.25","DRY / QUIET","100","0","30.24","13","26","24.1","97.48","103.37","112.94","1568600","6243660","836","Supertrend bearish | RSI 30.2 lemah | Volume 0.25x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","117","112","110","108","0.1","0.2","0.3","0.4","854","1785","2727","3703","9069","99973200","26800","110.24","110.24","104","137","156","156","11.11","5.66","33.33","41.51","3","7.34"
